"Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Income_Clean","Age","Education","Marital_Status","Country"
-0.822853599234171,-0.928762610205335,-1.69310625893472,-0.344150601165899,1.95115132819374,0.945251327769165,1.33990090212603,3.94358538765899,3.35874467845914,-0.688020581120123,-0.031116501587721,0.454079969144802,0.0612182083212127,-1.78078549995321,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,2.37741517518282,-0.0977899833826503,1.29454770607458,-0.0984187196107368,"Graduation","Divorced","SP"
-0.822853599234171,-0.928762610205335,-1.69310625893472,0.471079872211121,-0.536666123868955,-0.459222559761913,-0.559570230533384,-0.658084602982278,-0.13442433668952,-0.688020581120123,1.06339409394227,0.112402138372347,0.368836234715333,-0.131544807069995,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,8.53427118135294,2.37741517518282,-0.0977899833826503,0.192417824466115,0.652485237511121,"Graduation","Single","CA"
-0.822853599234171,0.908860554272363,-1.69310625893472,-0.507196695841303,-0.385889308592428,-0.48151579607193,-0.41345706648266,-0.609389682446391,-0.269519270977037,-0.688020581120123,-0.395953366764385,-0.229275692400109,-0.246399818072908,-1.36847532673241,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,0.596659234329426,0.90278655655174,"Graduation","Married","US"
1.03970367952265,0.908860554272363,-1.69310625893472,-0.874791527473123,-0.662313469932727,-0.740117337268129,-0.687419249077768,-0.658084602982278,-0.848497560780683,-0.688020581120123,-1.12562709711771,-0.912631353945021,-1.16925389725527,0.693075539371614,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,-0.785492040569767,0.151882599429882,"Graduation","Together","AUS"
1.03970367952265,-0.928762610205335,-1.69310625893472,-0.886649425267698,-0.260241962528656,-0.63756845024205,-0.486513648508022,-0.658084602982278,-0.192322165669884,-0.168193234457255,-0.395953366764385,-0.570953523172565,-1.16925389725527,0.693075539371614,3.54815562211589,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,2.37741517518282,-0.0977899833826503,-1.22246683503679,-1.68366040686799,"Graduation","Single","SP"
-0.822853599234171,-0.928762610205335,-1.69310625893472,0.0916271427847264,2.60451752772535,1.08792804015327,3.69597567244397,0.121034125591905,-0.0186286787287906,-0.688020581120123,-0.031116501587721,1.47911346146217,-0.246399818072908,-1.36847532673241,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,2.37741517518282,-0.0977899833826503,0.7724025516678,0.90278655655174,"PhD","Single","SP"
-0.822853599234171,-0.928762610205335,-1.69310625893472,1.37524457904745,1.34804406708763,0.37900312549473,-0.41345706648266,0.169729046127792,0.405955400460549,-0.688020581120123,2.15790468947226,2.50414695377954,0.368836234715333,0.280765366150809,3.54815562211589,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,2.37741517518282,-0.0977899833826503,0.449557628519301,1.2365216486059,"2n Cycle","Married","GER"
-0.822853599234171,0.908860554272363,-1.69310625893472,-0.673207264965351,-0.662313469932727,-0.695530864648094,-0.687419249077768,-0.658084602982278,-0.713402626493165,-0.688020581120123,-0.760790231941049,-0.570953523172565,-0.861635870861149,-0.131544807069995,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,-0.290637948326521,0.151882599429882,"Graduation","Together","SP"
-0.822853599234171,0.908860554272363,-1.69310625893472,0.233921916319625,-0.662313469932727,-0.289793963805783,-0.303872193444616,0.121034125591905,-0.752001179146742,0.351634112205613,0.698557228765607,-0.229275692400109,0.984072287503574,-0.543854980290799,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,0.519473595634024,1.2365216486059,"PhD","Married","US"
-0.822853599234171,0.908860554272363,-1.69310625893472,0.233921916319625,-0.662313469932727,-0.289793963805783,-0.303872193444616,0.121034125591905,-0.752001179146742,0.351634112205613,0.698557228765607,-0.229275692400109,0.984072287503574,-0.543854980290799,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,0.519473595634024,1.2365216486059,"PhD","Married","IND"
-0.822853599234171,-0.928762610205335,-1.69310625893472,0.429577229930109,-0.00894727040111157,1.6408003006417,0.645863372885093,1.72796650327616,-0.34671637628419,-0.688020581120123,0.333720363588943,1.13743563068971,1.29169031389769,-1.78078549995321,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,1.14395030190871,1.82055805970068,"2n Cycle","Married","US"
1.03970367952265,-0.928762610205335,-1.69310625893472,-0.489409849149441,-0.561795593081709,-0.472598501547923,-0.687419249077768,-0.341567619499016,-0.77130045547353,-0.168193234457255,-0.395953366764385,-0.570953523172565,0.0612182083212127,-0.543854980290799,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,-0.420435078776356,-0.0977899833826503,0.40725052341863,-0.849322676732594,"Master","Together","SP"
-0.822853599234171,-0.928762610205335,-1.69310625893472,0.373252215405879,1.39830300551314,1.22168745801338,0.773712391429477,-0.171135397623413,1.12002862455171,-0.688020581120123,-0.395953366764385,1.13743563068971,0.0612182083212127,-1.78078549995321,-0.281709384512855,-0.282641046901643,-0.28077554240476,-0.261602435797982,-0.117121745398256,2.37741517518282,-0.0977899833826503,0.617276499632007,0.8193527835382,"PhD","Widow","IND"
